Advertising_Number,Block,Lot,Qual,Face_Value,Winning_Bidder_number,Name, WinningBid
0199,134,7,,270.14,9000237,ARTHUR FONZARELLI,9.00%
0200,135,12,,492.49,9000237,ARTHUR FONZARELLI,11.00%
0201,135,20,,565.46,9000237,ARTHUR FONZARELLI,13.00%
0202,137,6,,396.18,9000237,ARTHUR FONZARELLI,1.00%
0203,137,10,,266.03,9000237,ARTHUR FONZARELLI,14.00%
0204,140,10,,560.5,9000237,ARTHUR FONZARELLI,12.00%
0205,141,4,,190.97,9000235,LINGUINI INC,11.00%
0206,141,5,,884.49,9000235,LINGUINI INC,15.00%
0207,143,10,,461.91,9000371,RAJAI JEAN-BAPTISTE,6.00%
0208,143,19,,319.11,9000235,LINGUINI INC,8.00%
0209,144,14,,237.82,9000235,LINGUINI INC,4.00%
0210,144,19,,237.23,9000237,ARTHUR FONZARELLI,1.00%
0211,147,19.03,,473.01,9000235,LINGUINI INC,3.00%
0212,148,1,,466.92,9000235,LINGUINI INC,7.00%
0213,148,2,,420.24,9000235,LINGUINI INC,1.00%
0214,148,5,,396.18,9000235,LINGUINI INC,1.00%
0215,148,7,,658.04,9000235,LINGUINI INC,12.00%
0216,148,16,,938.4,9000235,LINGUINI INC,8.00%
0217,150,12,,1351.85,9000235,LINGUINI INC,4.00%
0218,151,7.01,,100,9000235,LINGUINI INC,$200.00
0219,152,10,,820.23,9000235,LINGUINI INC,$500.00
0220,152,11,,1814.83,9000235,LINGUINI INC,$900.00
0221,152,14,,155,9000235,LINGUINI INC,$1300.00
0222,152,19,,624.14,9000235,LINGUINI INC,$1700.00
0223,153,12,,350,9000235,LINGUINI INC,$2100.00
0224,154,3,,592.52,9000235,LINGUINI INC,$2500.00
0225,154,11,,580.86,9000235,LINGUINI INC,$2900.00
0226,155,4,,509.01,9000237,ARTHUR FONZARELLI,$3200.00
0227,155,15,,1364.72,9000237,ARTHUR FONZARELLI,$3500.00
0228,156,14,,220,9000237,ARTHUR FONZARELLI,$3700.00
0229,157,4,,523.44,9000237,ARTHUR FONZARELLI,$3900.00
0230,159,2,,390.95,9000237,ARTHUR FONZARELLI,$4100.00
0231,159,4,,423.72,9000237,ARTHUR FONZARELLI,$4300.00
0232,160,2,,334.47,9000237,ARTHUR FONZARELLI,$4500.00
0233,164,2,,1076.58,9000237,ARTHUR FONZARELLI,$4700.00
0234,164,3,,239.68,9000235,LINGUINI INC,$4400.00
