Advertising_Number,Block,Lot,Qual,Face_Value,Winning_Bidder_number,Name, WinningBid
0510,511,2,,551.01,9002642,FJDHSGDSGS,0.00%
0511,511,10,,151.53,9002642,FJDHSGDSGS,0.00%
0512,511,11,,619.14,9002642,FJDHSGDSGS,0.00%
0513,514,3,,5883.3,9002642,FJDHSGDSGS,0.00%
0514,514,5,,692.03,9002642,FJDHSGDSGS,0.00%
0515,526,10,,6166.83,9002642,FJDHSGDSGS,0.00%
0516,526,11,,975.21,9002642,FJDHSGDSGS,0.00%
0517,526,15,,155,9001361,HURH LLC,$200.00
0518,526,18,,773.15,9002642,FJDHSGDSGS,0.00%
0519,534,8,,85.19,9002642,FJDHSGDSGS,$100.00
0520,537,3,,220,9002642,FJDHSGDSGS,4.00%
0521,537,4,,1576.71,9002642,FJDHSGDSGS,4.00%
0522,537,6,,328.19,9002642,FJDHSGDSGS,4.00%
0523,537,10,,1400.35,9002642,FJDHSGDSGS,4.00%
0524,537,13.02,,2290.22,9002642,FJDHSGDSGS,4.00%
0525,537,19,,1071.09,9002642,FJDHSGDSGS,4.00%
0526,538,19,,2392.55,9002642,FJDHSGDSGS,4.00%
0527,538,22.02,,220,9002642,FJDHSGDSGS,4.00%
0528,539,3,,9134.74,9002642,FJDHSGDSGS,$1000.00
0529,539,12,,295.71,9002642,FJDHSGDSGS,4.00%
0530,539,15,,389.35,9002642,FJDHSGDSGS,1.00%
0531,540,8,,1106.53,9002642,FJDHSGDSGS,4.00%
0532,542,3,,322.69,9002642,FJDHSGDSGS,4.00%
0533,542,5,,600.2,9002642,FJDHSGDSGS,4.00%
0534,545,10,,437.12,9002642,FJDHSGDSGS,1.00%
0535,545,37.01,,544.98,9002642,FJDHSGDSGS,4.00%
0536,546,16,,2263.89,9002304,MARKIM PURVIS,$600.00
0537,546,24,,155,9002642,FJDHSGDSGS,4.00%
0538,549,4,,394.78,9002642,FJDHSGDSGS,1.00%
0539,549,9,,276.45,9002642,FJDHSGDSGS,4.00%
0540,549,15,,406.67,9002642,FJDHSGDSGS,1.00%
0541,552,9,,612.24,9002642,FJDHSGDSGS,4.00%
0542,552,14,,362.35,9002642,FJDHSGDSGS,4.00%
0543,553,5,,1005.45,9002642,FJDHSGDSGS,4.00%
0544,555,1,,600.74,9002642,FJDHSGDSGS,4.00%
0545,555,12,,910.65,9002642,FJDHSGDSGS,4.00%
0546,555,16,,377,9002642,FJDHSGDSGS,1.00%
0547,555,20,,158.08,9002642,FJDHSGDSGS,4.00%
0548,555,23,,640.91,9002642,FJDHSGDSGS,$300.00
0549,556,10,,1639.88,9002642,FJDHSGDSGS,4.00%
0550,556,11,,462.79,9002642,FJDHSGDSGS,1.00%
0551,556,12,,395.26,9002642,FJDHSGDSGS,1.00%
0552,556,15,,723.21,9002642,FJDHSGDSGS,$300.00
0553,556,20,,155,9002642,FJDHSGDSGS,4.00%
0554,558,2.04,,743.54,9002642,FJDHSGDSGS,$300.00
0555,560,2.02,,914.01,9002642,FJDHSGDSGS,4.00%
0556,562,13,,710.73,9002642,FJDHSGDSGS,$300.00
0557,562,17,,286.71,9002642,FJDHSGDSGS,4.00%
0558,,,,155,9002642,FJDHSGDSGS,4.00%
0559,563,1,,6519.19,9002642,FJDHSGDSGS,4.00%
0560,563,21,,1039.47,9002642,FJDHSGDSGS,4.00%
0561,563,33,,220,9002642,FJDHSGDSGS,4.00%
0562,564,6,,483.25,9002642,FJDHSGDSGS,4.00%
0563,565,11,,663.87,9002642,FJDHSGDSGS,$300.00
0564,566,12,,313.96,9002642,FJDHSGDSGS,4.00%
0565,566,14,,847.86,9001438,DEANE D OLIVER,$600.00
0566,567,1,,378.25,9001438,DEANE D OLIVER,$200.00
0567,569,6,,8767.56,9002642,FJDHSGDSGS,4.00%
0568,570,27.01,,211.45,9001438,DEANE D OLIVER,$200.00
0569,571,3,,4266.37,9002642,FJDHSGDSGS,4.00%
0570,571,11,,339.4,9002642,FJDHSGDSGS,4.00%
0571,571,17,,205.71,9002642,FJDHSGDSGS,4.00%
0572,572,5,,408.31,9002642,FJDHSGDSGS,1.00%
0573,572,10,,1332.75,9002642,FJDHSGDSGS,4.00%
0574,572,11,,763.91,9002642,FJDHSGDSGS,$300.00
0575,573,8,,20433.01,9001566,JEREMY GOOD,$1100.00
0576,573,20.02,,155,9002642,FJDHSGDSGS,4.00%
0577,,,,155,9002642,FJDHSGDSGS,4.00%
0578,577,14,,478.15,9002642,FJDHSGDSGS,4.00%
0579,582,5,,270.14,9001438,DEANE D OLIVER,$200.00
0580,582,50,,15270.12,9001566,JEREMY GOOD,$1100.00
0581,582,51,,502.12,9001438,DEANE D OLIVER,$600.00
0582,582,53,,270.14,9001438,DEANE D OLIVER,$200.00
0583,587,3.01,,359299.34,9002642,FJDHSGDSGS,4.00%
0584,587,3.02,,9954.76,9001566,JEREMY GOOD,$1100.00
0585,587,3.03,,15280.54,9001566,JEREMY GOOD,$1100.00
