Advertising_Number,Block,Lot,Qual,Face_Value,Winning_Bidder_number,Name, WinningBid
0049,37,1,,261.03,9000237,ARTHUR FONZARELLI,$300.00
0051,40,34,,880.93,9000237,ARTHUR FONZARELLI,1.00%
0052,40,35,,1320.7,9000234,GEORGE WASHINGTON,$2900.00
0053,40,47,,1142.38,9000237,ARTHUR FONZARELLI,$400.00
0054,41,1,,12371.83,9000237,ARTHUR FONZARELLI,$200.00
0055,41,19,,205.14,9000234,GEORGE WASHINGTON,$4100.00
0056,41,23,,1417.24,9000237,ARTHUR FONZARELLI,1.00%
0057,41,38,,1350.31,9000237,ARTHUR FONZARELLI,3.00%
0058,42,4,,592.71,9000237,ARTHUR FONZARELLI,5.00%
0059,42,13,,748.56,9000237,ARTHUR FONZARELLI,7.00%
0060,45,10,,887.28,9000237,ARTHUR FONZARELLI,9.00%
0061,50,1,,5439.76,9000237,ARTHUR FONZARELLI,11.00%
0062,51,2,,15447.62,9000237,ARTHUR FONZARELLI,9.00%
0063,51,28,,6365.46,9000237,ARTHUR FONZARELLI,15.00%
0064,51,30,,753.47,9000237,ARTHUR FONZARELLI,14.00%
0065,51,33,,155,9000237,ARTHUR FONZARELLI,12.00%
0066,52,1.01,,485.04,9000237,ARTHUR FONZARELLI,10.00%
0067,52,8,,1338.05,9000237,ARTHUR FONZARELLI,8.00%
0068,52,12,,717.39,9000237,ARTHUR FONZARELLI,6.00%
0069,53,1,,390.35,9000237,ARTHUR FONZARELLI,1.00%
0070,53,2,,728.21,9000237,ARTHUR FONZARELLI,2.00%
0071,53,4,,220,9000237,ARTHUR FONZARELLI,0.00%
0072,53,6,,444.22,9000235,LINGUINI INC,$100.00
0073,53,8,,100,9000235,LINGUINI INC,$100.00
0074,53,16,,155,9000235,LINGUINI INC,7.00%
0075,55,7,,738.2,9000235,LINGUINI INC,11.00%
0076,56,4,,220,9000235,LINGUINI INC,15.00%
0077,56,5,,748.92,9000235,LINGUINI INC,9.00%
0078,59,6,,12749.13,9000235,LINGUINI INC,8.00%
0079,59,10,,420.07,9000235,LINGUINI INC,1.00%
0080,60,1,,1095.66,9000235,LINGUINI INC,0.00%
0081,60,2,,4004.21,9000235,LINGUINI INC,3.00%
0082,60,4,,3501.55,9000235,LINGUINI INC,7.00%
0083,61,6,,155,9000235,LINGUINI INC,11.00%
0084,61,10,,270.14,9000235,LINGUINI INC,18.00%
0085,61,15,,4592.05,9000235,LINGUINI INC,18.00%
0086,62,2,,717.77,9000235,LINGUINI INC,18.00%
0087,62,5,,924.64,9000235,LINGUINI INC,4.00%
0088,62,7,,858.92,9000235,LINGUINI INC,18.00%
0089,62,8,,1980.11,9000235,LINGUINI INC,18.00%
0090,63,2,,289.74,9000235,LINGUINI INC,$900.00
0091,64,3,,241.77,9000235,LINGUINI INC,$1300.00
0092,64,7,,8274.28,9000235,LINGUINI INC,$1700.00
0093,65,5,,7289.14,9000235,LINGUINI INC,$2100.00
0094,65,11,,155,9000235,LINGUINI INC,$2500.00
0095,66,7,,438.76,9000235,LINGUINI INC,$2900.00
0096,67,4,,668.13,9000235,LINGUINI INC,$3300.00
0097,68,9,,356.82,9000235,LINGUINI INC,$3700.00
0098,69,20,,15768.71,9000235,LINGUINI INC,$4100.00
0099,72,10,,511.93,9000235,LINGUINI INC,$4500.00
0100,73,3,,220,9000237,ARTHUR FONZARELLI,$4800.00
0101,73,4,,928.92,9000237,ARTHUR FONZARELLI,$4600.00
0102,73,12,,12115.46,9000237,ARTHUR FONZARELLI,$4400.00
0103,74,3,,450.28,9000237,ARTHUR FONZARELLI,$4200.00
0104,74,15,,155,9000237,ARTHUR FONZARELLI,$4000.00
0105,75,4,,680.79,9000237,ARTHUR FONZARELLI,$3800.00
0106,75,6,,350,9000235,LINGUINI INC,$3500.00
0107,76,9,,135.71,9000235,LINGUINI INC,$3200.00
0108,76,13,,577.17,9000235,LINGUINI INC,$2800.00
0109,76,16,,1055.31,9000235,LINGUINI INC,$2400.00
0110,77,5,,335.14,9000235,LINGUINI INC,$2000.00
0111,77,6,,364.58,9000235,LINGUINI INC,$1600.00
0112,78,3,,4468.57,9000235,LINGUINI INC,$1200.00
0113,78,11,,3779.06,9000235,LINGUINI INC,$800.00
0114,79,8,,6438.45,9000235,LINGUINI INC,$400.00
0115,81,1,,6389.51,9000235,LINGUINI INC,$100.00
0116,81,3.01,,1045.43,9000235,LINGUINI INC,3.00%
0117,81,6,,1020.83,9000235,LINGUINI INC,7.00%
0118,85,2,,820.44,9002711,MARCIN J. WISNIEWSKI,$2100.00
0119,85,5,,874.85,9001708,NICKEITA S ANDERSON,$1100.00
0120,85,10,,12592.62,9001708,NICKEITA S ANDERSON,$800.00
0121,87,4,,425.14,9002304,MARKIM PURVIS,$500.00
0122,87,9,,714.34,9000235,LINGUINI INC,$200.00
0123,87,12,,668.09,9000956,REID A WHITING  II,$200.00
0124,88,4,,236.98,9002304,MARKIM PURVIS,$300.00
0125,91,4,,3227.78,9001688,WILLIAM ZACHARY HENDERSON,1.00%
0126,92,3,,227.93,9000983,DERWIN J SMITH,$300.00
0127,92,5,,620.25,9001361,HURH LLC,0.00%
0128,96,4,,1053.64,9001361,HURH LLC,0.00%
0129,96,6,,334.62,9002675,DOUBLE D MARKETING,0.00%
0130,96,8,,269.62,9002675,DOUBLE D MARKETING,$300.00
0131,96,9,,599.6,9002675,DOUBLE D MARKETING,0.00%
0132,97,10,,1051.05,9002675,DOUBLE D MARKETING,$500.00
0133,98,11,,8511.5,9002675,DOUBLE D MARKETING,$3800.00
0134,98,13,,481.36,9002675,DOUBLE D MARKETING,$1300.00
0135,99,5,,1008.27,9002675,DOUBLE D MARKETING,$1700.00
0136,99,9,,8919.4,9002675,DOUBLE D MARKETING,$2100.00
0137,99,11.01,,776.19,9002675,DOUBLE D MARKETING,$2500.00
0138,100,11,,11967.98,9002675,DOUBLE D MARKETING,$2900.00
0139,101,12,,905.43,9002675,DOUBLE D MARKETING,$3300.00
0140,103,12,,426.84,9002675,DOUBLE D MARKETING,$3700.00
0141,103,16,,611.8,9002675,DOUBLE D MARKETING,$4100.00
0142,103,20,,3878.68,9002675,DOUBLE D MARKETING,$4500.00
0143,104,1,,2217.84,9002675,DOUBLE D MARKETING,$4900.00
0144,104,2,,510.11,9002675,DOUBLE D MARKETING,$5300.00
0145,105,16,,115,9002675,DOUBLE D MARKETING,$5200.00
0146,106,17,,3011.75,9002675,DOUBLE D MARKETING,$4800.00
0147,107,2,,575.75,9002675,DOUBLE D MARKETING,$4400.00
0148,107,14,,406.39,9002675,DOUBLE D MARKETING,$4000.00
0149,108,1,,270.14,9002675,DOUBLE D MARKETING,$3600.00
0150,108,2,,508.97,9000237,ARTHUR FONZARELLI,$2100.00
0151,109,7,,450.28,9000237,ARTHUR FONZARELLI,$2300.00
0152,110,7,,269.55,9000235,LINGUINI INC,$2400.00
0153,110,12,,367.79,9000235,LINGUINI INC,$2000.00
0154,113,2,,325.66,9000235,LINGUINI INC,$1600.00
0155,113,4,,380.74,9000235,LINGUINI INC,$1200.00
0156,113,16,,155,9002675,DOUBLE D MARKETING,$3300.00
0157,114,1,,709.61,9000235,LINGUINI INC,$3100.00
0158,114,13,,6152.19,9001708,NICKEITA S ANDERSON,$3700.00
0159,114,16,,15467.28,9000235,LINGUINI INC,0.00%
0160,116,11,,1460.91,9000235,LINGUINI INC,0.00%
0161,116,12,,7499.8,9000235,LINGUINI INC,0.00%
0162,116,13,,6321.43,9000235,LINGUINI INC,0.00%
0163,116,15,,587.23,9000235,LINGUINI INC,0.00%
0164,116,17.01,,944.69,9000235,LINGUINI INC,0.00%
0165,116,21,,270.14,9000235,LINGUINI INC,0.00%
0166,117,4,,334.62,9000235,LINGUINI INC,0.00%
0167,117,20,,319.29,9000235,LINGUINI INC,0.00%
0168,117,21,,335.14,9000235,LINGUINI INC,7.00%
0169,118,3,,924.61,9000235,LINGUINI INC,11.00%
0170,118,17,,311.36,9000235,LINGUINI INC,15.00%
0171,118,18,,271.82,9000235,LINGUINI INC,12.00%
0172,119,3,,199.22,9000235,LINGUINI INC,8.00%
0173,119,13,,4850.15,9000235,LINGUINI INC,4.00%
0174,120,2,,270.14,9000235,LINGUINI INC,$1600.00
0175,120,3,,268.83,9000235,LINGUINI INC,$1100.00
0176,120,23,,533.02,9000235,LINGUINI INC,$900.00
0177,121,8,,780.83,9000235,LINGUINI INC,$1300.00
0178,121,11,,999.21,9000235,LINGUINI INC,$1700.00
0179,121,20,,635.02,9000235,LINGUINI INC,$2100.00
0180,123,3,,1238.65,9000235,LINGUINI INC,$2500.00
0181,123,8,,270.14,9000237,ARTHUR FONZARELLI,$2400.00
0182,123,10,,1088.74,9000237,ARTHUR FONZARELLI,$2200.00
0183,123,13,,4099.54,9000237,ARTHUR FONZARELLI,$2000.00
0184,123,14,,155,9000237,ARTHUR FONZARELLI,$1800.00
0185,124,10,,546.64,9000237,ARTHUR FONZARELLI,$1600.00
0186,124,14,,270.14,9000237,ARTHUR FONZARELLI,$1400.00
0187,125,1,,1330.81,9000237,ARTHUR FONZARELLI,$1200.00
0188,125,7,,555.22,9000237,ARTHUR FONZARELLI,$1000.00
0189,125,8,,155,9000237,ARTHUR FONZARELLI,$800.00
0190,125,11.01,,155,9000237,ARTHUR FONZARELLI,$600.00
0191,125,20,,1871.75,9000237,ARTHUR FONZARELLI,$400.00
0192,127,5,,751.24,9000237,ARTHUR FONZARELLI,$200.00
0193,128,9,,121,9000237,ARTHUR FONZARELLI,$100.00
0194,129,14,,587.66,9000237,ARTHUR FONZARELLI,1.00%
0195,129,20,,693.77,9000237,ARTHUR FONZARELLI,3.00%
0197,132,12,,584.73,9000237,ARTHUR FONZARELLI,5.00%
0198,132,19,,416.54,9000237,ARTHUR FONZARELLI,1.00%
0199,134,7,,270.14,9000237,ARTHUR FONZARELLI,9.00%
0200,135,12,,492.49,9000237,ARTHUR FONZARELLI,11.00%
0201,135,20,,565.46,9000237,ARTHUR FONZARELLI,13.00%
0202,137,6,,396.18,9000237,ARTHUR FONZARELLI,1.00%
0203,137,10,,266.03,9000237,ARTHUR FONZARELLI,14.00%
0204,140,10,,560.5,9000237,ARTHUR FONZARELLI,12.00%
0205,141,4,,190.97,9000235,LINGUINI INC,11.00%
0206,141,5,,884.49,9000235,LINGUINI INC,15.00%
0207,143,10,,461.91,9000371,RAJAI JEAN-BAPTISTE,6.00%
0208,143,19,,319.11,9000235,LINGUINI INC,8.00%
0209,144,14,,237.82,9000235,LINGUINI INC,4.00%
0210,144,19,,237.23,9000237,ARTHUR FONZARELLI,1.00%
0211,147,19.03,,473.01,9000235,LINGUINI INC,3.00%
0212,148,1,,466.92,9000235,LINGUINI INC,7.00%
0213,148,2,,420.24,9000235,LINGUINI INC,1.00%
0214,148,5,,396.18,9000235,LINGUINI INC,1.00%
0215,148,7,,658.04,9000235,LINGUINI INC,12.00%
0216,148,16,,938.4,9000235,LINGUINI INC,8.00%
0217,150,12,,1351.85,9000235,LINGUINI INC,4.00%
0218,151,7.01,,100,9000235,LINGUINI INC,$200.00
0219,152,10,,820.23,9000235,LINGUINI INC,$500.00
0220,152,11,,1814.83,9000235,LINGUINI INC,$900.00
0221,152,14,,155,9000235,LINGUINI INC,$1300.00
0222,152,19,,624.14,9000235,LINGUINI INC,$1700.00
0223,153,12,,350,9000235,LINGUINI INC,$2100.00
0224,154,3,,592.52,9000235,LINGUINI INC,$2500.00
0225,154,11,,580.86,9000235,LINGUINI INC,$2900.00
0226,155,4,,509.01,9000237,ARTHUR FONZARELLI,$3200.00
0227,155,15,,1364.72,9000237,ARTHUR FONZARELLI,$3500.00
0228,156,14,,220,9000237,ARTHUR FONZARELLI,$3700.00
0229,157,4,,523.44,9000237,ARTHUR FONZARELLI,$3900.00
0230,159,2,,390.95,9000237,ARTHUR FONZARELLI,$4100.00
0231,159,4,,423.72,9000237,ARTHUR FONZARELLI,$4300.00
0232,160,2,,334.47,9000237,ARTHUR FONZARELLI,$4500.00
0233,164,2,,1076.58,9000237,ARTHUR FONZARELLI,$4700.00
0234,164,3,,239.68,9000235,LINGUINI INC,$4400.00
0235,164,6,,259.11,9000235,LINGUINI INC,$4000.00
0236,164,11,,270.14,9000235,LINGUINI INC,$3600.00
0237,165,2,,1758.54,9000235,LINGUINI INC,$3200.00
0238,165,3,,10017.91,9000235,LINGUINI INC,$2800.00
0239,166,13,,2567.65,9000235,LINGUINI INC,$3700.00
0240,167,2,,335.14,9000235,LINGUINI INC,$2000.00
0241,167,6,,870.33,9000235,LINGUINI INC,$1600.00
0242,167,8,,560.37,9000235,LINGUINI INC,$1200.00
0243,168,1,,502.72,9000235,LINGUINI INC,$800.00
0244,169,14,,100,9000235,LINGUINI INC,$400.00
0245,172,16,,155,9000235,LINGUINI INC,$100.00
0246,173,8,,155,9000235,LINGUINI INC,0.00%
0247,174,27,,1960.87,9000235,LINGUINI INC,$600.00
0248,175,5,,360.25,9000235,LINGUINI INC,0.00%
0249,176,20,,6512.69,9001708,NICKEITA S ANDERSON,$2800.00
0250,176,27,,973.45,9000235,LINGUINI INC,0.00%
0251,178,17,,155,9000235,LINGUINI INC,0.00%
0252,178,18,,924.23,9000235,LINGUINI INC,0.00%
0253,178,19,,220,9000235,LINGUINI INC,0.00%
0254,179,5,,269.18,9000235,LINGUINI INC,0.00%
0255,179,14,,565.67,9000235,LINGUINI INC,0.00%
0256,180,31,,360.21,9000235,LINGUINI INC,0.00%
0257,182,3,,174.97,9000235,LINGUINI INC,0.00%
0258,186,1,,207.98,9000235,LINGUINI INC,0.00%
0259,188,8,,270.14,9000235,LINGUINI INC,0.00%
0260,188,20,,573.98,9000235,LINGUINI INC,0.00%
0261,189,12,,335.63,9000235,LINGUINI INC,0.00%
0262,191,10,,657.89,9000237,ARTHUR FONZARELLI,$200.00
0263,192,14,,2193.25,9000237,ARTHUR FONZARELLI,$600.00
0264,193,9,,497.18,9000237,ARTHUR FONZARELLI,0.00%
0265,193,10,,555.23,9000237,ARTHUR FONZARELLI,0.00%
0266,193,35,,321.56,9000237,ARTHUR FONZARELLI,0.00%
0267,195,8,,335.14,9000237,ARTHUR FONZARELLI,0.00%
0268,,,,150,9000237,ARTHUR FONZARELLI,0.00%
0269,,,,150,9000237,ARTHUR FONZARELLI,0.00%
0270,198,8,,478.19,9000237,ARTHUR FONZARELLI,0.00%
0271,198,14,,617.46,9000237,ARTHUR FONZARELLI,0.00%
0272,198,35,,379.16,9000237,ARTHUR FONZARELLI,0.00%
0273,199,6,,479.85,9000237,ARTHUR FONZARELLI,0.00%
0274,200,3.01,,514.12,9000237,ARTHUR FONZARELLI,0.00%
0275,200,48,,807.44,9000237,ARTHUR FONZARELLI,0.00%
0276,200,52,,1643.32,9000237,ARTHUR FONZARELLI,0.00%
0277,,,,2033.22,9000237,ARTHUR FONZARELLI,$4100.00
0278,203,18,,270.14,9000237,ARTHUR FONZARELLI,0.00%
0279,204,2,,331.69,9000237,ARTHUR FONZARELLI,0.00%
0280,205,23,,146.45,9000237,ARTHUR FONZARELLI,$300.00
0281,207,24,,10794.71,9000237,ARTHUR FONZARELLI,$500.00
0282,209,28,,482.4,9000237,ARTHUR FONZARELLI,$700.00
0283,209,31,,730.69,9000237,ARTHUR FONZARELLI,$900.00
0284,209,42.02,,624.79,9000237,ARTHUR FONZARELLI,$1100.00
0285,210,14,,1024.08,9000235,LINGUINI INC,$1200.00
0286,211,19,,890.5,9000235,LINGUINI INC,$800.00
0287,211,23,,270.14,9000235,LINGUINI INC,$400.00
0288,212,1,,1244.99,9000235,LINGUINI INC,$100.00
0289,212,6,,364.77,9000235,LINGUINI INC,$200.00
0290,212,29,,155,9000235,LINGUINI INC,7.00%
0291,,,,7001.64,9000235,LINGUINI INC,$1100.00
0292,215,38,,1034,9000235,LINGUINI INC,15.00%
0293,218,8,,694.86,9000235,LINGUINI INC,12.00%
0294,220,5,,13247.98,9000235,LINGUINI INC,4.00%
0295,220,14,,509.23,9000235,LINGUINI INC,4.00%
0296,221,19,,270.14,9000235,LINGUINI INC,0.00%
0297,222,24,,912.38,9000235,LINGUINI INC,3.00%
0298,223,7,,659.55,9000235,LINGUINI INC,7.00%
0299,223,15.01,,508.09,9000235,LINGUINI INC,11.00%
0300,226,8,,2481.81,9000235,LINGUINI INC,6.00%
0301,230,5,,722.06,9000235,LINGUINI INC,12.00%
0302,230,19,,8147.09,9000235,LINGUINI INC,8.00%
0303,231,16,,501.82,9000235,LINGUINI INC,4.00%
0304,232,13,,268.94,9000235,LINGUINI INC,0.00%
0305,232,20,,154.15,9000235,LINGUINI INC,$500.00
0306,234,3,,503.19,9000235,LINGUINI INC,$900.00
0307,235,15,,952.5,9000235,LINGUINI INC,$1300.00
0308,237,16,,524.4,9000235,LINGUINI INC,$1700.00
0309,238,19,,281.56,9000235,LINGUINI INC,$2100.00
0310,238,34,,945.6,9000235,LINGUINI INC,$2500.00
0311,241,2,,235.51,9000235,LINGUINI INC,$2900.00
0312,242,9,,457.67,9000235,LINGUINI INC,$3300.00
0313,245,1,,840.32,9000235,LINGUINI INC,$3700.00
0314,245,5,,614.34,9000237,ARTHUR FONZARELLI,$3600.00
0315,246,18,,155,9000237,ARTHUR FONZARELLI,$3400.00
0316,246,19,,155,9000237,ARTHUR FONZARELLI,$3200.00
0317,248,18,,588.44,9000237,ARTHUR FONZARELLI,$3000.00
0318,252,30,,1191.48,9000237,ARTHUR FONZARELLI,$2800.00
0319,,,,155,9000237,ARTHUR FONZARELLI,$2600.00
0320,258,10,,616.77,9000237,ARTHUR FONZARELLI,$2400.00
0321,260,4,,729.8,9000237,ARTHUR FONZARELLI,$2200.00
0322,263,9.01,,562.03,9000237,ARTHUR FONZARELLI,$2000.00
0323,264,5,,580.93,9000237,ARTHUR FONZARELLI,$1800.00
0324,268,17,,551.22,9000237,ARTHUR FONZARELLI,$1600.00
0325,276,25,,497.06,9000237,ARTHUR FONZARELLI,$1400.00
0326,276,27,,8245.01,9000237,ARTHUR FONZARELLI,$1200.00
0327,277,4,,806.68,9000237,ARTHUR FONZARELLI,$1000.00
0328,278,15,,324.25,9000237,ARTHUR FONZARELLI,$800.00
0329,280,1,,591.99,9000237,ARTHUR FONZARELLI,$600.00
0330,280,3,,370.4,9000235,LINGUINI INC,$300.00
0331,280,15,,872.16,9000235,LINGUINI INC,$100.00
0332,281,7,,529.51,9000235,LINGUINI INC,3.00%
0333,285,1,,728.83,9000235,LINGUINI INC,7.00%
0334,285,5,,220,9000235,LINGUINI INC,11.00%
0335,285,15,,270.14,9000235,LINGUINI INC,9.00%
0336,290,7,,270.14,9001708,NICKEITA S ANDERSON,7.00%
0337,290,12,,569.47,9000237,ARTHUR FONZARELLI,9.00%
0338,291,8,,426.91,9000371,RAJAI JEAN-BAPTISTE,4.00%
0339,292,8,,419.82,9000237,ARTHUR FONZARELLI,1.00%
0340,292,10,,1025.7,9000237,ARTHUR FONZARELLI,9.00%
0341,294,15,,377.6,9000371,RAJAI JEAN-BAPTISTE,7.00%
0342,297,8,,269.61,9000636,NATASHA PALMER,11.00%
0343,299,2,,6073.92,9000636,NATASHA PALMER,10.00%
0344,302,12,,155,9000235,LINGUINI INC,9.00%
0345,303,4,,270.14,9000235,LINGUINI INC,8.00%
0346,303,5,,270.14,9000235,LINGUINI INC,5.00%
0347,305,10,,270.14,9000237,ARTHUR FONZARELLI,2.00%
0348,306,7,,808.49,9000237,ARTHUR FONZARELLI,0.00%
0349,306,15,,270.14,9000237,ARTHUR FONZARELLI,$300.00
0350,308,14,,211.45,9000237,ARTHUR FONZARELLI,$500.00
0351,309,3,,44499.64,9000237,ARTHUR FONZARELLI,$700.00
0352,309,4,,37635.84,9000610,SAMUEL C WEN,$2100.00
0353,309,12.01,,328.11,9000610,SAMUEL C WEN,$2500.00
0354,311,18,,155,9000237,ARTHUR FONZARELLI,$1300.00
0355,312,10,,1053.5,9000237,ARTHUR FONZARELLI,$2100.00
0356,315,13,,155,9000237,ARTHUR FONZARELLI,$1700.00
0357,316,22,,643.15,9000237,ARTHUR FONZARELLI,$1900.00
0358,319,1,,334.39,9000237,ARTHUR FONZARELLI,$2100.00
0359,320,3,,610.33,9000237,ARTHUR FONZARELLI,$2300.00
0360,322,3,,452.52,9000237,ARTHUR FONZARELLI,$2500.00
0361,322,7,,605.54,9000237,ARTHUR FONZARELLI,$2700.00
0362,323,4,,291.66,9000237,ARTHUR FONZARELLI,$2900.00
0363,327,3,,457.25,9000237,ARTHUR FONZARELLI,$3100.00
0364,329,14,,335.49,9000237,ARTHUR FONZARELLI,$3300.00
0365,332,19,,775.93,9000237,ARTHUR FONZARELLI,$3500.00
0366,332,35,,268.9,9000235,LINGUINI INC,$3200.00
0367,333,14,,270.14,9000235,LINGUINI INC,$2800.00
0368,336,19,,194.78,9000235,LINGUINI INC,$2400.00
0369,341,17,,811.21,9000235,LINGUINI INC,$2000.00
0370,341,24,,324.67,9000235,LINGUINI INC,$1600.00
0371,342,11,,155,9000235,LINGUINI INC,$1200.00
0372,343,21,,155,9000235,LINGUINI INC,$800.00
0373,347,3,,225.48,9000235,LINGUINI INC,$400.00
0374,348,3,,970.71,9000235,LINGUINI INC,$100.00
0375,350,20,,317.64,9000235,LINGUINI INC,$100.00
0376,352,1,,652.74,9000235,LINGUINI INC,$200.00
0377,352,5,,270.14,9000235,LINGUINI INC,$200.00
0378,,,,270.14,9000235,LINGUINI INC,$200.00
0379,354,9,,5691.57,9000235,LINGUINI INC,$100.00
0380,354,16,,220,9000235,LINGUINI INC,$100.00
0381,354,20,,443.87,9000235,LINGUINI INC,$100.00
0382,356,12,,270.14,9000235,LINGUINI INC,$100.00
0383,356,32,,585.92,9000235,LINGUINI INC,$100.00
0384,356,36,,403.02,9000235,LINGUINI INC,$100.00
0385,358,4.02,,155,9000235,LINGUINI INC,$300.00
0386,359,10,,642.41,9000235,LINGUINI INC,$100.00
0387,359,27,,377.84,9000235,LINGUINI INC,$100.00
0388,359,59.02,,112.09,9000235,LINGUINI INC,$2100.00
0389,364,7,,384.61,9000235,LINGUINI INC,$100.00
0390,364,11,,565.66,9000235,LINGUINI INC,$100.00
0391,366,10,,155,9000235,LINGUINI INC,$500.00
0392,366,23,,519.25,9000235,LINGUINI INC,$900.00
0393,366,38,,155,9000235,LINGUINI INC,$1300.00
0394,368,8,,428.61,9000237,ARTHUR FONZARELLI,$1400.00
0395,368,12,,549.27,9000237,ARTHUR FONZARELLI,$1200.00
0396,371,8,,318.44,9000237,ARTHUR FONZARELLI,$1000.00
0397,373,3,,269.22,9000237,ARTHUR FONZARELLI,$800.00
0398,376,15,,10442.66,9000237,ARTHUR FONZARELLI,$600.00
0399,377,1,,9163.58,9000237,ARTHUR FONZARELLI,$400.00
0400,377,13,,269.62,9000237,ARTHUR FONZARELLI,$200.00
0401,377,24,,1252.78,9000237,ARTHUR FONZARELLI,$100.00
0402,381,3,,270.14,9000237,ARTHUR FONZARELLI,$200.00
0403,385,17,,386.42,9000237,ARTHUR FONZARELLI,$200.00
0404,386,14,,750.26,9000237,ARTHUR FONZARELLI,$200.00
0405,388,31,,426.91,9000237,ARTHUR FONZARELLI,$200.00
0406,389,1,,628.8,9000237,ARTHUR FONZARELLI,$200.00
0407,389,31,,268.62,9000237,ARTHUR FONZARELLI,$600.00
0408,390,3,,268.55,9000237,ARTHUR FONZARELLI,$600.00
0409,390,19,,589.97,9000237,ARTHUR FONZARELLI,$200.00
0410,390,25,,449.1,9000237,ARTHUR FONZARELLI,$200.00
0411,392,9,,586.01,9000237,ARTHUR FONZARELLI,$200.00
0412,393,11,,379.63,9000237,ARTHUR FONZARELLI,$200.00
0413,393,24,,269.06,9000237,ARTHUR FONZARELLI,$200.00
0414,393,25,,703.47,9000237,ARTHUR FONZARELLI,$200.00
0415,393,26,,539.76,9000636,NATASHA PALMER,4.00%
0416,394,8,,580.86,9000636,NATASHA PALMER,2.00%
0417,396,33,,865.52,9000636,NATASHA PALMER,0.00%
0418,399,10,,487.89,9000235,LINGUINI INC,$200.00
0419,399,17,,155,9000235,LINGUINI INC,$200.00
0420,400,4,,270.14,9000235,LINGUINI INC,$200.00
0421,400,21,,6234.17,9000235,LINGUINI INC,$600.00
0422,400,27,,358.04,9000235,LINGUINI INC,$600.00
0423,400,29,,205.14,9000235,LINGUINI INC,$600.00
0424,402,6,,2341.29,9000235,LINGUINI INC,$600.00
0425,402,20,,1624.5,9000235,LINGUINI INC,$600.00
0426,406,3,,527.27,9000235,LINGUINI INC,$600.00
