Advertising_Number,Block,Lot,Qual,Face_Value,Winning_Bidder_number,Name, WinningBid
0088,704,30,,3349.62,00000184,PRO CAP 8  LLC,$5500.00
0090,704,39,,355.31,00000175,CC1 NJ II LLC,$1700.00
0093,802,9,,375.88,00000184,PRO CAP 8  LLC,$500.00
0097,901,2,,8341.74,00000162,FIG NJ19  LLC,$2800.00
0098,901,3,,598.31,00000175,CC1 NJ II LLC,$1500.00
0099,901,7,,20249.71,00000162,FIG NJ19  LLC,$24300.00
0102,901,17,,761.05,00000175,CC1 NJ II LLC,$1500.00
0109,901,38,,522.28,00000184,PRO CAP 8  LLC,$900.00
0116,901,57,,984.64,00000184,PRO CAP 8  LLC,$1100.00
0120,901,65,,23656.59,00000162,FIG NJ19  LLC,$29300.00
0123,902,6,,10942.19,00000162,FIG NJ19  LLC,$7600.00
0124,902,13,,435.54,00000175,CC1 NJ II LLC,$1600.00
0127,902,18,,563.5,00000175,CC1 NJ II LLC,$1800.00
0128,902,20,,144.69,00000077,TRYSTONE CAPITAL ASSETS  LLC,$500.00
0131,902,32,,7838.13,00000163,ACTLIEN HOLDING INC,$9900.00
0134,903,1,,609.77,00000162,FIG NJ19  LLC,$600.00
0135,903,6,,16037.8,00000163,ACTLIEN HOLDING INC,$25800.00
0139,903,16,,1927.1,00000162,FIG NJ19  LLC,18.00%
0141,1001,4,,165.64,00000162,FIG NJ19  LLC,$100.00
0146,1001,18,,550.71,00000175,CC1 NJ II LLC,$1800.00
0151,1002,6,,798.43,00000175,CC1 NJ II LLC,$1700.00
0154,1002,23,,485.14,00000175,CC1 NJ II LLC,$1600.00
0156,1002,25,,2222.85,00000184,PRO CAP 8  LLC,$5100.00
0157,1003,2,,4982.57,00000184,PRO CAP 8  LLC,$11300.00
0161,1003,16,,214.2,00000162,FIG NJ19  LLC,7.00%
0162,1003,18,,11365.53,00000184,PRO CAP 8  LLC,$34400.00
0164,1003,26,,1116.72,00000162,FIG NJ19  LLC,$600.00
0165,1003,27,,7500.63,00000162,FIG NJ19  LLC,$2600.00
0172,1004,21,,721.9,00000162,FIG NJ19  LLC,18.00%
0176,1006,14,,1991.8,00000175,CC1 NJ II LLC,$2100.00
0177,1006,15,,283.36,00000175,CC1 NJ II LLC,$1500.00
0184,1006,32,,153.23,00000162,FIG NJ19  LLC,$100.00
0185,1006,40,,28406.3,00000094,LIONHEART HOLDINGS  LLC,18.00%
0187,1006,45,,3119.05,00000184,PRO CAP 8  LLC,$5200.00
0188,1006,48,,4389.16,00000184,PRO CAP 8  LLC,$4500.00
0189,1006,53,,2782.6,00000184,PRO CAP 8  LLC,$4600.00
0195,1102,9,,3265.24,00000184,PRO CAP 8  LLC,$4800.00
0196,1102,11,,5521.28,00000184,PRO CAP 8  LLC,$9800.00
0199,1102,28,,1884.22,00000162,FIG NJ19  LLC,$1000.00
0203,1201,11,,9817.94,00000162,FIG NJ19  LLC,$8100.00
0205,1201,20,,326.71,00000162,FIG NJ19  LLC,$1200.00
0208,1201,29,,307.68,00000184,PRO CAP 8  LLC,$3100.00
0212,1202,13,,1537.52,00000184,PRO CAP 8  LLC,$1600.00
0214,1202,17,,1341.62,00000175,CC1 NJ II LLC,$2000.00
0215,1203,7,,6809.21,00000162,FIG NJ19  LLC,$6800.00
0219,1203,20,,152.6,00000162,FIG NJ19  LLC,$100.00
0221,1203,34,,302.4,00000175,CC1 NJ II LLC,$1500.00
0222,1203,35,,390.49,00000175,CC1 NJ II LLC,$1700.00
0230,1204,10,-C0003,7363.53,00000162,FIG NJ19  LLC,$5300.00
0237,1204,21,,4130.05,00000184,PRO CAP 8  LLC,$8100.00
0238,1204,22,,151.43,00000162,FIG NJ19  LLC,$500.00
0239,1204,23,,10573.26,00000098,ATCF II NEW JERSEY LLC,$23900.00
0241,1204,26,,737.3,00000999,STRUCK TO City of Orange,18%
0242,1204,27,,2296.81,00000184,PRO CAP 8  LLC,$3100.00
0246,1205,1,,4138.37,00000162,FIG NJ19  LLC,$3300.00
0248,1205,4,,363.56,00000184,PRO CAP 8  LLC,$1400.00
0249,1205,6,,16147.82,00000162,FIG NJ19  LLC,$16300.00
0250,1205,7,,719.59,00000162,FIG NJ19  LLC,18.00%
0251,1205,11,,11711.32,00000999,STRUCK TO City of Orange,18%
0255,1206,7,,949.77,00000175,CC1 NJ II LLC,$4700.00
0256,1206,8,,667.26,00000175,CC1 NJ II LLC,$1600.00
0257,1206,9,,315.99,00000175,CC1 NJ II LLC,$1700.00
0258,1206,12,,26013.99,00000162,FIG NJ19  LLC,$30100.00
0260,1206,17,,3754.52,00000999,STRUCK TO City of Orange,18%
0261,1206,25,,1356.03,00000184,PRO CAP 8  LLC,$5700.00
0262,1206,29,,12444.8,00000162,FIG NJ19  LLC,$8500.00
0263,1301,1,,4207.3,00000184,PRO CAP 8  LLC,$6700.00
0264,1402,3,,3380.66,00000162,FIG NJ19  LLC,$3800.00
0265,1402,8,,3290.23,00000175,CC1 NJ II LLC,$3400.00
0267,1402,12,,150.37,00000162,FIG NJ19  LLC,$100.00
0269,1402,17,,12159.61,00000162,FIG NJ19  LLC,$17600.00
0270,1402,25,,2533.5,00000184,PRO CAP 8  LLC,$3900.00
0271,1402,30,,6569.1,00000184,PRO CAP 8  LLC,$16000.00
0272,1402,31,,3319.68,00000162,FIG NJ19  LLC,$3300.00
0273,1403,1,,281.2,00000175,CC1 NJ II LLC,$1500.00
0276,1403,8,,1625.1,00000175,CC1 NJ II LLC,$2500.00
0278,1403,11,,1794.87,00000175,CC1 NJ II LLC,$2000.00
0280,1403,27,,256.23,00000162,FIG NJ19  LLC,7.00%
0286,1403,45,,151.98,00000184,PRO CAP 8  LLC,$900.00
0289,1501,9,,241.49,00000184,PRO CAP 8  LLC,$900.00
0291,1502,1,,1145.57,00000162,FIG NJ19  LLC,18.00%
0292,1502,2,,18874.5,00000163,ACTLIEN HOLDING INC,$45600.00
0298,1502,13,,2160.57,00000184,PRO CAP 8  LLC,$4100.00
0299,1503,2,,485.64,00000175,CC1 NJ II LLC,$1800.00
0301,1503,6,,573.77,00000162,FIG NJ19  LLC,$1500.00
0303,1503,8,,22842.11,00000999,STRUCK TO City of Orange,18%
0304,1503,10,,507.6,00000175,CC1 NJ II LLC,$1600.00
0307,1503,25,,11483.69,00000162,FIG NJ19  LLC,$14800.00
0309,1503,30,,14825.99,00000162,FIG NJ19  LLC,$28500.00
0310,1503,31,,2000.97,00000184,PRO CAP 8  LLC,$3100.00
0319,1601,13,,411.86,00000175,CC1 NJ II LLC,$1700.00
0334,1701,3,,6067.41,00000162,FIG NJ19  LLC,$2300.00
0336,1701,8,,695.99,00000175,CC1 NJ II LLC,$1700.00
0343,1702,8,,894.39,00000175,CC1 NJ II LLC,$1900.00
0345,1702,13,,14960.48,00000999,STRUCK TO City of Orange,18%
0346,1702,15,-C0001,860.93,00000162,FIG NJ19  LLC,0.00%
0350,1702,19,,3837.65,00000184,PRO CAP 8  LLC,$14200.00
0351,1702,23,,14779.62,00000163,ACTLIEN HOLDING INC,$23700.00
0353,1702,27,,4508.47,00000184,PRO CAP 8  LLC,$7200.00
0357,1704,3,,3151.39,00000184,PRO CAP 8  LLC,$4200.00
0358,1801,12,,5415.37,00000162,FIG NJ19  LLC,$5200.00
0359,1801,13,,6355.91,00000184,PRO CAP 8  LLC,$9600.00
0364,1802,7,,2300.85,00000184,PRO CAP 8  LLC,$3100.00
0367,1802,22,,1911.06,00000184,PRO CAP 8  LLC,$10200.00
0368,1802,23,,495.69,00000175,CC1 NJ II LLC,$1600.00
0369,1802,30,,4156.67,00000175,CC1 NJ II LLC,18.00%
0371,1802,34,,641.99,00000184,PRO CAP 8  LLC,$3200.00
0374,1803,1,,3538.17,00000184,PRO CAP 8  LLC,$5900.00
0375,1803,3,,9707.37,00000162,FIG NJ19  LLC,18.00%
0378,1803,14,,11897.65,00000162,FIG NJ19  LLC,$17300.00
0380,1803,19,,3428.47,00000184,PRO CAP 8  LLC,$3500.00
0382,1803,25,,378.45,00000184,PRO CAP 8  LLC,$1200.00
0383,1803,26,,878.44,00000184,PRO CAP 8  LLC,$1200.00
0384,1803,29,,2175,00000184,PRO CAP 8  LLC,$3400.00
0386,1803,35,,1172.44,00000162,FIG NJ19  LLC,$2000.00
0391,1803,45,,7650.81,00000184,PRO CAP 8  LLC,$7800.00
0396,1804,25,,721.01,00000184,PRO CAP 8  LLC,$1200.00
0402,1901,5,,8831.42,00000999,STRUCK TO City of Orange,18%
0408,1901,17,,18930.03,00000098,ATCF II NEW JERSEY LLC,$42700.00
0415,1902,18,,34804.77,00000098,ATCF II NEW JERSEY LLC,$69700.00
0416,1903,1,,289.53,00000184,PRO CAP 8  LLC,$1500.00
0419,1903,9,,9436.37,00000162,FIG NJ19  LLC,$4600.00
0425,1903,36,,947.12,00000162,FIG NJ19  LLC,$600.00
0426,1903,37,,5229.29,00000163,ACTLIEN HOLDING INC,$9300.00
0434,1904,14,,4493.5,00000184,PRO CAP 8  LLC,$6200.00
0442,1904,34,,8572.8,00000162,FIG NJ19  LLC,$7700.00
0443,1904,35,,8391.68,00000184,PRO CAP 8  LLC,$23200.00
0444,1904,37,,56231.73,00000999,STRUCK TO City of Orange,18%
0445,1904,39,,3257.29,00000184,PRO CAP 8  LLC,$4300.00
0447,1905,2,,16655.11,00000077,TRYSTONE CAPITAL ASSETS  LLC,11.00%
0451,1905,11,,369.51,00000184,PRO CAP 8  LLC,$1200.00
0452,1905,12,,2052.42,00000175,CC1 NJ II LLC,$2200.00
0453,1905,18,,287.51,00000162,FIG NJ19  LLC,$1200.00
0454,1905,20,,6006.53,00000162,FIG NJ19  LLC,4.00%
0455,1905,25,,322.16,00000175,CC1 NJ II LLC,$1500.00
0456,1905,28,,10895.69,00000098,ATCF II NEW JERSEY LLC,$24600.00
0457,1905,31,,623.63,00000184,PRO CAP 8  LLC,$700.00
0464,2001,18,,6146.19,00000184,PRO CAP 8  LLC,$10900.00
0465,2001,19,,19057.51,00000162,FIG NJ19  LLC,$24300.00
0467,2001,22,,11358.73,00000162,FIG NJ19  LLC,$16800.00
0468,2001,26,,491.54,00000184,PRO CAP 8  LLC,$800.00
0474,2001,30,,6013.24,00000162,FIG NJ19  LLC,$5300.00
0476,2002,5,,475.32,00000175,CC1 NJ II LLC,$1500.00
0478,2002,15,,1256.91,00000184,PRO CAP 8  LLC,$1400.00
0481,2002,20,,18045.46,00000184,PRO CAP 8  LLC,$40700.00
0482,2003,2,,11316.1,00000162,FIG NJ19  LLC,$8500.00
0484,2003,8,,411.03,00000184,PRO CAP 8  LLC,$1300.00
0487,2004,3,,312.39,00000162,FIG NJ19  LLC,$1200.00
0489,2004,15,,149.65,00000162,FIG NJ19  LLC,$100.00
0493,2101,8,,3263.2,00000162,FIG NJ19  LLC,$9800.00
0494,2101,11,,2703.25,00000184,PRO CAP 8  LLC,$10700.00
0495,2101,13,,153.59,00000999,STRUCK TO City of Orange,18%
0499,2102,9,,5324.39,00000077,TRYSTONE CAPITAL ASSETS  LLC,$8300.00
0503,2102,15,,576.15,00000175,CC1 NJ II LLC,$1800.00
0505,2102,20,,3798.78,00000184,PRO CAP 8  LLC,$7500.00
0506,2102,21,,15601.84,00000162,FIG NJ19  LLC,$9700.00
0507,2102,27,,159.07,00000162,FIG NJ19  LLC,$100.00
0509,2201,3,,2884.11,00000184,PRO CAP 8  LLC,$4800.00
0510,2201,7,,318.26,00000077,TRYSTONE CAPITAL ASSETS  LLC,$2700.00
0511,2201,19,,502.86,00000162,FIG NJ19  LLC,$600.00
0512,2201,19.02,-C0014,698.66,00000184,PRO CAP 8  LLC,$2400.00
0515,2201,22,-C0024,5982.05,00000162,FIG NJ19  LLC,$3100.00
0518,2301,4,,340.5,00000175,CC1 NJ II LLC,$1400.00
0519,2301,10,,390.77,00000175,CC1 NJ II LLC,$1500.00
0523,2301,23,,627.78,00000161,TOWER DB IX TRUST 2019-1,$2500.00
0525,2301,25,-C1002,520.74,00000184,PRO CAP 8  LLC,$1100.00
0527,2301,25,-C4015,2012.4,00000184,PRO CAP 8  LLC,$3100.00
0528,2301,25,-C4016,179.1,00000077,TRYSTONE CAPITAL ASSETS  LLC,$2500.00
0530,2301,30,,17794.7,00000162,FIG NJ19  LLC,$35600.00
0531,2302,5,,645.7,00000162,FIG NJ19  LLC,$2500.00
0533,2401,3,,5413.5,00000162,FIG NJ19  LLC,$4900.00
0535,2401,9,,2649.79,00000184,PRO CAP 8  LLC,$4400.00
0536,2401,10,,18985.49,00000162,FIG NJ19  LLC,$3100.00
0538,2401,18,,180.26,00000184,PRO CAP 8  LLC,$500.00
0542,2502,13,,999.03,00000162,FIG NJ19  LLC,$1700.00
0545,2503,5,,8278.29,00000162,FIG NJ19  LLC,$8700.00
0550,2503,30,,260.02,00000175,CC1 NJ II LLC,$1400.00
0557,2504,23,,3623.66,00000162,FIG NJ19  LLC,$2900.00
0559,2504,26,,520.68,00000184,PRO CAP 8  LLC,$900.00
0562,2601,1,,3716.5,00000162,FIG NJ19  LLC,$3200.00
0565,2602,6,,1870.32,00000162,FIG NJ19  LLC,18.00%
0566,2602,8,,422.89,00000162,FIG NJ19  LLC,18.00%
0570,2602,20,,1612.7,00000162,FIG NJ19  LLC,$7200.00
0579,2701,17,,21371.16,00000184,PRO CAP 8  LLC,$7500.00
0580,2701,19,,8539.83,00000162,FIG NJ19  LLC,18.00%
0581,2702,1,,151.09,00000162,FIG NJ19  LLC,$100.00
0590,2802,3,,8030.96,00000098,ATCF II NEW JERSEY LLC,$16200.00
0591,2802,5,,24282.09,00000162,FIG NJ19  LLC,$36100.00
0598,2805,1,,546.01,00000162,FIG NJ19  LLC,18.00%
0603,2902,15,,2435.2,00000162,FIG NJ19  LLC,$2000.00
0607,2902,22,,47332.33,00000162,FIG NJ19  LLC,$59700.00
0608,2907,2,,150.43,00000162,FIG NJ19  LLC,18.00%
0609,3002,6,,263.57,00000999,STRUCK TO City of Orange,18%
0614,3003,4,,563.01,00000077,TRYSTONE CAPITAL ASSETS  LLC,18.00%
0616,3201,2,,148.93,00000162,FIG NJ19  LLC,$200.00
0618,3201,4,,339.85,00000162,FIG NJ19  LLC,$1200.00
0619,3201,5,,371.61,00000184,PRO CAP 8  LLC,$1200.00
0622,3201,9,,672.09,00000184,PRO CAP 8  LLC,$1100.00
0627,3201,19,,8699.2,00000162,FIG NJ19  LLC,$4100.00
0629,3202,14,,198.65,00000162,FIG NJ19  LLC,18.00%
0630,3202,18,,8619.57,00000184,PRO CAP 8  LLC,$8700.00
0631,3202,20,,568.77,00000077,TRYSTONE CAPITAL ASSETS  LLC,$1500.00
0633,3203,11,,483.41,00000999,STRUCK TO City of Orange,18%
0636,3301,1,,91342.01,00000162,FIG NJ19  LLC,18.00%
0637,3301,3,,559.48,00000184,PRO CAP 8  LLC,$900.00
0638,3301,10,,1851.01,00000162,FIG NJ19  LLC,$1900.00
0639,3301,11,,21029.04,00000999,STRUCK TO City of Orange,18%
0640,3301,12,,260.02,00000999,STRUCK TO City of Orange,18%
0641,3301,21,,8848.41,00000184,PRO CAP 8  LLC,$600.00
0649,3301,47,,1629.74,00000184,PRO CAP 8  LLC,$2500.00
0650,3301,48,,584.27,00000077,TRYSTONE CAPITAL ASSETS  LLC,18.00%
0656,3301,60,,8029.76,00000184,PRO CAP 8  LLC,$100.00
0659,3303,2,,2727.33,00000184,PRO CAP 8  LLC,$3500.00
0667,3303,40,,2358.09,00000184,PRO CAP 8  LLC,$3600.00
0668,3303,41,,4646.2,00000162,FIG NJ19  LLC,$3100.00
0669,3304,3,,541.41,00000184,PRO CAP 8  LLC,$1300.00
0673,3304,17,,7305.68,00000162,FIG NJ19  LLC,$2700.00
0674,3304,22,,600.47,00000184,PRO CAP 8  LLC,$1000.00
0678,3304,32,,148.93,00000162,FIG NJ19  LLC,$100.00
0679,3304,34,,1189.23,00000184,PRO CAP 8  LLC,$1300.00
0681,3304,37,,3223.61,00000077,TRYSTONE CAPITAL ASSETS  LLC,18.00%
0682,3304,38,,260.02,00000175,CC1 NJ II LLC,$2100.00
0688,3401,14,,371.29,00000162,FIG NJ19  LLC,$1500.00
0693,3402,11,,937.1,00000077,TRYSTONE CAPITAL ASSETS  LLC,18.00%
0694,3402,12,,1671.07,00000162,FIG NJ19  LLC,$1700.00
0695,3402,13,,939.92,00000999,STRUCK TO City of Orange,18%
0696,3402,19,,1574.34,00000175,CC1 NJ II LLC,$2000.00
0699,3402,22,,10121.79,00000184,PRO CAP 8  LLC,$22900.00
0702,3402,27,,160.31,00000162,FIG NJ19  LLC,$100.00
0704,3402,39,,2572.97,00000162,FIG NJ19  LLC,$10400.00
0705,3402,42,,3077.54,00000077,TRYSTONE CAPITAL ASSETS  LLC,18.00%
0706,3403,5,,335.36,00000184,PRO CAP 8  LLC,$1100.00
0710,3403,20,,1518.69,00000184,PRO CAP 8  LLC,$3100.00
0711,3403,21,,317.61,00000077,TRYSTONE CAPITAL ASSETS  LLC,$1200.00
0712,3403,24,,4723.12,00000162,FIG NJ19  LLC,$2200.00
0713,3403,25,,4676.82,00000162,FIG NJ19  LLC,$2700.00
0714,3403,28,,690.62,00000077,TRYSTONE CAPITAL ASSETS  LLC,$1500.00
0717,3404,10,,154.13,00000077,TRYSTONE CAPITAL ASSETS  LLC,$900.00
0718,3404,11,,2740.95,00000184,PRO CAP 8  LLC,$3500.00
0720,3404,13,,1274.15,00000077,TRYSTONE CAPITAL ASSETS  LLC,$5000.00
0722,3404,18,,3852.9,00000162,FIG NJ19  LLC,$5100.00
0723,3404,20,,12327.13,00000163,ACTLIEN HOLDING INC,$19800.00
0724,3404,21,,2873.35,00000077,TRYSTONE CAPITAL ASSETS  LLC,$4300.00
0726,3404,23,,8613.3,00000162,FIG NJ19  LLC,$16900.00
0728,3404,28,,5314.34,00000175,CC1 NJ II LLC,$5400.00
0732,3405,1,,7473.1,00000184,PRO CAP 8  LLC,$12600.00
0733,3405,6,,627.18,00000175,CC1 NJ II LLC,$2000.00
0735,3405,14,,651.38,00000175,CC1 NJ II LLC,$2100.00
0736,3405,15,,5125.25,00000162,FIG NJ19  LLC,$5700.00
0737,3405,16,,158.21,00000077,TRYSTONE CAPITAL ASSETS  LLC,$300.00
0740,3501,6,,1603.51,00000184,PRO CAP 8  LLC,$1700.00
0744,3501,21,,1887.93,00000184,PRO CAP 8  LLC,$8200.00
0745,3501,22,,1054.74,00000077,TRYSTONE CAPITAL ASSETS  LLC,$1700.00
0746,3501,24,,3240.86,00000184,PRO CAP 8  LLC,$5000.00
0747,3501,26,,5076.75,00000184,PRO CAP 8  LLC,$12300.00
0748,3501,31,,11290.19,00000098,ATCF II NEW JERSEY LLC,$25500.00
0750,3501,34,,3399.52,00000184,PRO CAP 8  LLC,$5200.00
0757,3601,14,,1029.04,00000077,TRYSTONE CAPITAL ASSETS  LLC,18.00%
0758,3601,15,,4658.96,00000184,PRO CAP 8  LLC,$15200.00
0761,3601,20,,149.65,00000077,TRYSTONE CAPITAL ASSETS  LLC,$800.00
0763,3601,30,,13576.6,00000184,PRO CAP 8  LLC,$30600.00
0768,3701,21,,659.72,00000162,FIG NJ19  LLC,$1500.00
0770,3702,6,,48978.15,00000162,FIG NJ19  LLC,$4100.00
0773,3702,12,,3948.04,00000162,FIG NJ19  LLC,18.00%
0775,3702,17,,2121.43,00000184,PRO CAP 8  LLC,$3300.00
0777,3702,22,,1908.57,00000162,FIG NJ19  LLC,$1900.00
0778,3702,23,,1929.22,00000175,CC1 NJ II LLC,$2000.00
0781,3702,29,,2022.72,00000175,CC1 NJ II LLC,$2100.00
0782,3703,2,,1826.35,00000175,CC1 NJ II LLC,$2000.00
0785,3704,4,,347.67,00000175,CC1 NJ II LLC,$2500.00
0791,3704,15,,7224.32,00000162,FIG NJ19  LLC,$3200.00
0796,3704,40,,9031.36,00000162,FIG NJ19  LLC,$5100.00
0797,3801,2,,451.6,00000077,TRYSTONE CAPITAL ASSETS  LLC,$6100.00
0799,3801,4,,939.05,00000175,CC1 NJ II LLC,$1600.00
0802,3801,17,,3552.33,00000184,PRO CAP 8  LLC,$4700.00
0803,3801,18,,910.51,00000077,TRYSTONE CAPITAL ASSETS  LLC,$1500.00
0805,3801,22,,5449.95,00000162,FIG NJ19  LLC,18.00%
0806,3802,1,,266.44,00000175,CC1 NJ II LLC,$1400.00
0808,3802,8,,250.73,00000162,FIG NJ19  LLC,$500.00
0809,3802,11,,5495.78,00000162,FIG NJ19  LLC,$10800.00
0814,3802,23,,150.4,00000162,FIG NJ19  LLC,$600.00
0823,3901,5,,6924.36,00000077,TRYSTONE CAPITAL ASSETS  LLC,$7000.00
0826,3903,13,,6764.31,00000162,FIG NJ19  LLC,17.00%
0830,3903,22,,4390.27,00000162,FIG NJ19  LLC,17.00%
0831,3903,24,,21524.36,00000162,FIG NJ19  LLC,$4100.00
0832,3903,28,,605.33,00000184,PRO CAP 8  LLC,$900.00
0835,3905,1,,2507.11,00000162,FIG NJ19  LLC,$2100.00
0836,3905,2,,4023.25,00000175,CC1 NJ II LLC,$4100.00
0837,3905,7,,5717.53,00000184,PRO CAP 8  LLC,$5800.00
0840,3906,4,,9936.35,00000162,FIG NJ19  LLC,$3300.00
0847,3908,1,,2457.57,00000162,FIG NJ19  LLC,$200.00
0851,4001,5,,8765.62,00000162,FIG NJ19  LLC,18.00%
0852,4001,6,,31478.15,00000098,ATCF II NEW JERSEY LLC,$70900.00
0859,4005,4,,2571.72,00000162,FIG NJ19  LLC,$2000.00
0861,4008,6,,3409.07,00000175,CC1 NJ II LLC,$5200.00
0862,4101,1,,10130.78,00000162,FIG NJ19  LLC,$2100.00
0868,4102,7,,11880.65,00000162,FIG NJ19  LLC,18.00%
0871,4103,9,,12847.22,00000098,ATCF II NEW JERSEY LLC,$34700.00
0872,4103,16,,3691.82,00000077,TRYSTONE CAPITAL ASSETS  LLC,$5600.00
0873,4103,18,,540.42,00000175,CC1 NJ II LLC,$1500.00
0874,4103,22,,620.81,00000175,CC1 NJ II LLC,$2000.00
0875,4103,26,,3114.63,00000184,PRO CAP 8  LLC,$6100.00
0877,4103,29,,2049.5,00000077,TRYSTONE CAPITAL ASSETS  LLC,$4800.00
0881,4201,16,,196.69,00000162,FIG NJ19  LLC,$100.00
0882,4201,17,,3364.91,00000162,FIG NJ19  LLC,$2000.00
0884,4201,20,-C0009,3316.5,00000162,FIG NJ19  LLC,$3100.00
0892,4201,29,-C0001,761.66,00000184,PRO CAP 8  LLC,$1100.00
0894,4201,33,,962.7,00000175,CC1 NJ II LLC,$2000.00
0895,4201,34,,1449.85,00000175,CC1 NJ II LLC,$2000.00
0896,4201,35,,897.97,00000175,CC1 NJ II LLC,$2100.00
0899,4301,2,,53092.43,00000162,FIG NJ19  LLC,$65200.00
0900,4301,3,,342.67,00000184,PRO CAP 8  LLC,$1100.00
0901,4301,10,,1551.31,00000175,CC1 NJ II LLC,$2000.00
0902,4301,14,,148.93,00000162,FIG NJ19  LLC,$100.00
0906,4301,23,,356.5,00000175,CC1 NJ II LLC,$2100.00
0909,4302,9,,8203.16,00000162,FIG NJ19  LLC,$4700.00
0910,4302,17,,1544.08,00000184,PRO CAP 8  LLC,$2400.00
0911,4302,20,,3380.37,00000184,PRO CAP 8  LLC,$12200.00
0912,4302,24,,21316.06,00000162,FIG NJ19  LLC,$2100.00
0916,4302,27,,1934.27,00000184,PRO CAP 8  LLC,$3000.00
0923,4401,2,-C1013,1046.17,00000184,PRO CAP 8  LLC,$1700.00
0927,4401,2,-C3039,2173.26,00000192,LB-HONEY BADGER,$3400.00
0928,4401,2,-C3040,3624.17,00000192,LB-HONEY BADGER,$3700.00
0929,4401,2,-C3042,3745.39,00000192,LB-HONEY BADGER,$3800.00
0931,4401,2,-C3046,7042.97,00000192,LB-HONEY BADGER,$7100.00
0932,4401,2,-C3047,6960.03,00000192,LB-HONEY BADGER,$7100.00
0933,4401,2,-C3082,3254.77,00000192,LB-HONEY BADGER,$3400.00
0934,4401,2,-C3084,621.72,00000184,PRO CAP 8  LLC,$200.00
0936,4401,2,-C3087,315.99,00000184,PRO CAP 8  LLC,$400.00
0937,4401,2,-C3088,621.72,00000184,PRO CAP 8  LLC,$100.00
0938,4401,2,-C3090,182.17,00000184,PRO CAP 8  LLC,$200.00
0940,4401,2,-C4053,4139.91,00000162,FIG NJ19  LLC,$3100.00
0943,4401,2,-C4092,621.72,00000184,PRO CAP 8  LLC,$100.00
0944,4401,2,-C4095,180.73,00000184,PRO CAP 8  LLC,$200.00
0945,4401,2,-C4096,621.72,00000184,PRO CAP 8  LLC,$100.00
0946,4401,2,-C5061,1046.17,00000184,PRO CAP 8  LLC,$1700.00
0948,4401,2,-C6098,621.72,00000077,TRYSTONE CAPITAL ASSETS  LLC,$1500.00
0949,4401,2,-C6100,315.99,00000184,PRO CAP 8  LLC,$400.00
0950,4401,2,-C6104,621.72,00000184,PRO CAP 8  LLC,$100.00
0951,4401,2,-C6105,315.99,00000184,PRO CAP 8  LLC,$400.00
0952,4401,2,-C6106,316.85,00000184,PRO CAP 8  LLC,$400.00
0956,4401,2,-C6114,621.72,00000184,PRO CAP 8  LLC,$100.00
0957,4401,6,,627.73,00000175,CC1 NJ II LLC,$1500.00
0958,4401,8,,926.57,00000175,CC1 NJ II LLC,$1600.00
